Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
491,Community League of the Heights,86517,Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,869.122113671,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((1000543.5504061431 243175.92905205488, 999994.6965169758 243478.5370426476, 999955.1824883819 243500.32276022434, 999782.4443168044 243595.5607587248))"
492,NYCDOT,86645,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,249.16213252,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((989583.0526421368 203664.06614680588, 989624.6296587139 203741.6549023986, 989646.679155305 203782.80344215035, 989700.7367899716 203883.6844739765))"
493,"HUB-Third Avenue Merchants District Management Association, Inc.",86727,Bronx,WILLIS AVENUE,EAST 147th STREET,EAST 148th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,2021-04-16T00:00:00,258.654801529,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((1006741.9287573844 236132.21184031665, 1006772.5399166346 236183.07656797767, 1006789.3650142252 236211.03386114538, 1006875.3011940569 236353.8288511485))"
494,Community League of the Heights,86884,Manhattan,WEST 164th STREET,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,573.977824696,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((1001676.0189417154 244034.7987253964, 1001420.5571822971 244175.45264355838, 1001404.3902198821 244184.35420055687, 1001381.8538476378 244196.76231223345, 1001364.7091968805 244206.20225398242, 1001348.2230093926 244215.27900747955, 1001317.5869158059 244232.14675588906, 1001173.2148292214 244311.6354420632))"
495,Boerum Hill Association,87112,Brooklyn,WYCKOFF STREET,HOYT STREET,4th AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,10:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,461.849304553,10/09/2021 12:00:00 AM,,"MULTILINESTRING ((988583.4299694747 188312.76450039446, 988625.770435974 188291.12773264945, 988644.4793880582 188281.56640006602, 988662.8110443056 188272.1989647299, 988683.0176967978 188261.87254181504, 988697.9595960528 188254.23673030734, 988711.8145552278 188247.15669198334, 988994.6899737269 188102.59792597592))"
496,Columbus Amsterdam Business Improvement District,87344,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,264.831371952,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((993226.0778363943 229966.13657405972, 993254.4094726443 230017.17452973127, 993269.2267002165 230044.26633906364, 993282.5098101348 230068.55467630923, 993303.9848328084 230107.82198622823, 993316.8473398834 230131.34063997865, 993329.7488888949 230154.92983163893, 993353.0687241405 230198.53112238646))"
497,Columbus Amsterdam Business Improvement District,87346,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,251.978955687,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((992977.8496583104 229520.1827415675, 993033.7084704638 229621.97617314756, 993055.0955668092 229660.95116080344, 993099.0698883086 229741.08781155944))"
498,The Children's Workshop School,87403,Manhattan,EAST 12 STREET,AVENUE B,AVENUE C,approvedFull,"mon,tue,wed,thu,fri",08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,2021-09-17T00:00:00,751.643520029,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((990070.4246988893 204548.82421980798, 990402.8449658006 204360.7826011479, 990434.3767268807 204342.94569456577, 990469.0968018025 204323.30564197898, 990540.6137191355 204282.85067039728, 990724.6494403034 204178.74589172006))"
499,"The Angiuli Group, LLC",84885,StatenIsland,MINTHORNE STREET,VICTORY BOULEVARD,BAY STREET,approvedFull,"fri,sat",,,,,,,,,16:30,23:00,12:00,23:00,,,2021-05-15T00:00:00,570.653871694,10/02/2021 12:00:00 AM,,"MULTILINESTRING ((963353.0450628847 171650.72663031518, 963342.748495549 171597.39635638893, 963278.1980997175 171271.5777823031, 963106.3870916367 171205.2002903968))"
500,Meatpacking District Management Association,85570,Manhattan,9th AVENUE,WEST 15 STREET,WEST 14th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,288.368092085,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((982741.5226900578 209239.4490249008, 982756.2398522198 209266.2809922248, 982820.026798144 209381.16396455467, 982881.3527909666 209491.64635513723))"
501,Staten Island Justice Center,85636,StatenIsland,HILL STREET,WARREN STREET,TOMPKINS AVENUE,approvedFull,thu,,,,,,,11:00,17:00,,,,,,,2021-07-15T00:00:00,1092.95877781,08/26/2021 12:00:00 AM,,"MULTILINESTRING ((962525.2291332185 165893.32672780752, 962192.0001408905 165757.5514088124, 962095.1292716414 165717.00227731466, 962054.0975295603 165699.82645864785, 961938.2332599759 165651.3265556395, 961883.8711639643 165628.5713518113, 961806.5957279652 165596.22430364788, 961756.6335575581 165575.31030347943, 961515.7275433093 165474.4692978114))"
502,UES Mutual Aid Network,86090,Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-06-01T00:00:00,265.300828836,07/01/2025 12:00:00 AM,,"MULTILINESTRING ((999152.4354062229 220903.68947589397, 999216.2233363837 221018.25027039647, 999227.5996259749 221038.68198806047, 999281.4846888036 221135.48855297267))"
503,The W103 Open Streets Community Coalition,86532,Manhattan,WEST 103 STREET,RIVERSIDE DRIVE,BROADWAY,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-03-30T00:00:00,417.86070808,03/30/2022 12:00:00 AM,,"MULTILINESTRING ((992931.1273107976 230431.92665298283, 992827.5701032281 230489.22870372236, 992758.5869734734 230527.39988723397, 992700.2130744755 230558.99726498127, 992565.5112441331 230634.2359596491))"
504,Kesher Bridging Communites,89701,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,178.091824948,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((1055806.834236309 159046.44212764502, 1055789.6233127266 159046.88864906132, 1055696.8085377216 159178.28963297606))"
505,SWOS,89876,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,261.999384835,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1008149.0725966394 212145.79590247571, 1008316.316356644 212120.3202316463, 1008408.084545806 212106.343553558))"
506,Boerum Hill Association,89944,Brooklyn,STATE STREET,SMITH STREET,NEVINS STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,670.602167778,11/13/2021 12:00:00 AM,,"MULTILINESTRING ((987377.4248355478 190390.4775365591, 987390.864441216 190383.61272089183, 987974.6221319735 190085.41581073403))"
507,The École (formerly École Internationale de New York),90026,Manhattan,EAST 22nd STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,approvedFull,"mon,tue,wed,thu,fri",9:30,14:00,9:30,14:00,9:30,14:00,09:30,14:00,09:30,14:00,,,,,2021-09-01T00:00:00,489.022201206,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((987914.6773699671 208697.10070014, 987998.453449145 208649.72218596935, 988342.0288774669 208459.38135930896))"
508,St. Matthias Catholic Academy,91147,Queens,CATALPA AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat",08:00,15:00,09:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,09:15,09:15,,,2021-09-08T00:00:00,542.647687473,06/29/2022 12:00:00 AM,yes,"MULTILINESTRING ((1011159.6482683867 194854.41349056363, 1011481.8169153929 195090.5586875528, 1011597.3143877983 195175.2169828117))"
509,The Earth School (NYCDOE 01M364),87007,Manhattan,EAST 5th STREET,AVENUE C,DEAD END,approvedFull,"mon,tue,wed,thu,fri",09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,,,,,2021-09-13T00:00:00,545.984369485,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((989394.878149718 202919.32616648078, 989479.9376908839 202870.7905023992, 989492.188322559 202863.8003588915, 989503.029836297 202857.6143476367, 989513.2922829688 202851.75838822126, 989524.3949510604 202845.42342714965, 989534.5953899771 202839.60322880745, 989546.8496305496 202832.61078873277, 989557.3023655564 202826.64623372257, 989569.303653881 202819.79847839475, 989580.9161634743 202813.17250739038, 989591.816404134 202806.9523754716, 989602.6585740596 202800.7663642317, 989613.3721353114 202794.65285938978, 989624.9144350588 202788.06658647954, 989634.2159256339 202782.75918239355, 989645.3182656318 202776.42422130704, 989869.0930805504 202648.73582839966))"
510,Garment District Alliance,91374,Manhattan,WEST 36 STREET,AVENUE OF THE AMERICAS,5 AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,21:00,2021-04-16T00:00:00,1022.17701425,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((988787.6329731345 212424.68281188607, 988379.3234222978 212650.44056247175, 987893.0730824769 212919.2618752271))"
511,The Fresh Air Fund,87800,Manhattan,EAST 104th STREET,3RD AVENUE,2nd AVENUE,approvedFull,"mon,tue,wed",08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,2021-07-06T00:00:00,708.709496897,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((999303.9734889716 227195.1204625666, 999419.9315903932 227130.67538148165, 999451.1946512163 227113.3506129831, 999577.7255661339 227043.23264297843, 999606.7885001302 227027.12736022472, 999667.5091792196 226993.47847738862, 999693.7804521322 226978.92043563724, 999923.7855695486 226851.4607168138))"
512,West 111th Street Block Association,88739,Manhattan,AMSTERDAM AVENUE,WEST 110th STREET,WEST 111th STREET,approvedFull,"fri,sat,sun",,,,,,,,,19:00,23:00,11:00,23:00,11:00,23:00,2021-04-02T00:00:00,272.883111588,04/04/2022 12:00:00 AM,,"MULTILINESTRING ((994254.7011072189 231826.46159355342, 994304.9933294654 231917.5516344756, 994385.6562258899 232065.8676108122))"
513,"Brooklyn New School, PS 146",88856,Brooklyn,RAPELYE STREET,HENRY STREET,HICKS STREET,approvedFull,"mon,tue,wed,thu,fri",8:00,15:00,8:00,15:00,8:00,15:00,8:00,15:00,8:00,15:00,,,,,2021-07-06T00:00:00,459.600547249,07/01/2022 12:00:00 AM,,"MULTILINESTRING ((983447.0153735578 187225.5813073069, 983656.5165949762 187147.95711871982, 983877.9859683067 187065.90347705781))"
514,East Elmhurst Community School (PS 329Q),89081,Queens,97th STREET,ASTORIA BOULEVARD,31st AVENUE,approvedFull,"mon,tue,wed,thu,fri",12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,,,,,2021-09-13T00:00:00,499.303808321,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1019582.9916578829 216943.95658172667, 1019630.4653162211 216814.15041089058, 1019688.0688755512 216457.68590073287))"
515,NYCDOT,91008,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,707.734079893,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1030013.4320830554 204397.71920706332, 1029997.799240306 204382.88721573353, 1029966.3750905544 204361.87019740045, 1029931.2639403045 204346.35841739178, 1029893.9936736375 204337.19176906347, 1029856.2739327997 204334.63599988818, 1029819.7612105608 204338.3731971383, 1029785.8272233009 204347.6054621488, 1029348.5252763927 204496.44341905415))"
516,NYCDOT,91973,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1211.24005284,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1029814.2064316422 206106.08619713783, 1030055.2925636321 205464.12914772332, 1030232.940174222 204969.5609111488))"
517,Kesher Bridging Communites,93723,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,288.296720689,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((1055280.6443438083 159780.33206406236, 1055142.2519040555 159980.3090263158, 1055142.5872052163 160025.41064214706))"
518,Community League of the Heights,94164,Manhattan,WEST 164th STREET,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,364.866791694,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((1001173.2148292214 244311.6354420632, 1001144.3290602267 244327.57471464574, 1000853.7568067163 244487.91461706161))"
519,NYCDOT,95058,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1261.23245176,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1027510.1221290529 206899.0616453141, 1027479.5555891395 206996.34032213688, 1027441.1596685499 207123.10220772028, 1027407.9710866362 207251.4415179789, 1027380.0872841328 207381.03837163746, 1027357.5643633008 207511.55943605304, 1027340.4413660616 207642.67498748004, 1027330.9010308087 207767.82860855758, 1027327.3741349727 207893.58623105288, 1027329.9069382995 208019.5111760646, 1027338.0781818032 208138.97025473416))"
520,Union Square Cafe,95234,Manhattan,EAST 19th STREET,IRVING PLACE,PARK AVENUE SOUTH,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,10:00,23:00,10:00,23:00,2021-04-18T00:00:00,495.903583559,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987545.7443808019 208044.51637539268, 987684.1591302156 207970.19795447588, 987981.1106360555 207807.089028731))"
521,Bridge Street Development Corporation,91519,Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,approvedFull,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,270.0845594,10/03/2021 12:00:00 AM,,"MULTILINESTRING ((999770.8964396417 188474.00827239454, 999792.3117511421 188332.89930264652, 999811.4209648818 188206.98124739528))"
522,Hudson Square Business Improvement District,93343,Manhattan,LITTLE 6TH AVENUE,SPRING STREET,BROOME STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",09:00,17:00,09:00,17:00,09:00,17:00,09:00,23:00,09:00,23:00,09:00,23:00,09:00,23:00,2021-03-31T00:00:00,235.72115283,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((982935.9107527137 203149.59735947847, 982938.6197368056 203174.14028939605, 982961.7732338011 203383.8954473138))"
523,UES Mutual Aid Network,93875,Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-06-01T00:00:00,259.928772013,07/01/2025 12:00:00 AM,,"MULTILINESTRING ((999809.9403247982 222088.97680348158, 999838.9980094731 222143.76573589444, 999931.3980871439 222318.78310239315))"
524,Pine Street School,94044,Manhattan,NASSAU STREET,WALL STREET,PINE STREET,approvedFull,"mon,tue,wed,thu,fri",08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,,,,,2021-09-08T00:00:00,256.362314046,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((981289.5846490562 196901.23321580887, 981286.8389196396 196929.73676772416, 981421.7156183869 197113.22458972037))"
525,NYCDOT,94495,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1027.89440207,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1029163.2431666404 208243.30961297452, 1029155.0276318938 208240.21906797588, 1029147.4315184653 208235.82078281045, 1029140.6618469656 208230.23385173082, 1029134.902344048 208223.6095211506, 1029130.3104897141 208216.12922114134, 1029127.010299474 208207.99570722878, 1029125.0923243016 208199.4304356426, 1029124.6080733091 208190.6663455665, 1029125.5709978938 208181.94195355475, 1029127.9548513889 208173.49413581192, 1029148.5893245488 208132.60576614738, 1029166.9619912207 208090.65145373344, 1029183.0167491436 208047.75685447454, 1029196.7063543051 208004.05024898052, 1029207.989140138 207959.66123014688, 1029216.8329544663 207914.7226717323, 1029223.2105663866 207869.36843173206, 1029227.1026189774 207823.73368047178, 1029228.4979573935 207777.95424447954, 1029227.39231655 207732.16726255417, 1029223.7893053889 207686.50856122375, 1029217.6990944743 207641.11495122313, 1029209.1403845549 207596.121274814, 1029198.1381099671 207551.6617180556, 1029184.7254071385 207507.8691547215, 1029166.3274780512 207459.04969856143, 1029156.3931147158 207428.11800189316, 1029152.2166138887 207394.69943356514, 1029154.5164780617 207360.4737802297, 1029163.348153308 207327.32456831634, 1029178.0564572215 207297.02902522683, 1029197.4133738875 207270.93655772507))"
526,Hudson Square Business Improvement District,95677,Manhattan,LITTLE 6TH AVENUE,SPRING STREET,BROOME STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",09:00,17:00,09:00,17:00,09:00,17:00,09:00,23:00,09:00,23:00,09:00,23:00,09:00,23:00,2021-03-31T00:00:00,237.779206532,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((982961.7732338011 203383.8954473138, 982982.8453701437 203574.37505322695, 982987.9181946367 203620.23290114105))"
527,NYCDOT,96489,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,96.8758026098,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1027544.1233733892 206808.3492283076, 1027528.2057543099 206850.38064031303, 1027510.1221290529 206899.0616453141))"
528,NYCDOT,97205,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,329.411316669,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1030148.107666716 204695.7914455533, 1030045.6531472206 204436.18763406575, 1030024.4261555523 204408.1496323943, 1030013.4320830554 204397.71920706332))"
529,Van Duzer St Area Civic Association Inc,97231,StatenIsland,WATER STREET,CANAL STREET,BAY STREET,approvedFull,sat,,,,,,,,,,,11:00,17:00,,,2021-09-04T00:00:00,429.934818572,10/02/2021 12:00:00 AM,no,"MULTILINESTRING ((963047.6211330593 167771.85348255932, 962691.9194166362 167720.62655089796, 962625.5189588815 167696.74864588678))"
530,259 E Broadway LLC (Ernesto’s NYC),99397,Manhattan,MONTGOMERY STREET,HENRY STREET,EAST BROADWAY,approvedFull,"fri,sat,sun",,,,,,,,,10:00,00:00,10:00,00:00,10:00,00:00,2021-06-21T00:00:00,267.88919013,06/30/2022 12:00:00 AM,,"MULTILINESTRING ((988312.5335296392 199577.47523863614, 988340.5003372282 199353.08887639642, 988376.3303180486 199331.6256647259))"
531,Pharos Academy Charter School,95805,Bronx,ROGERS PLACE,EAST 165th STREET,WESTCHESTER AVENUE,approvedFull,"mon,tue,wed,thu,fri",11:30,13:00,11:30,13:00,11:30,13:00,11:30,13:00,11:30,13:00,,,,,2021-09-09T00:00:00,879.138269136,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((1012518.5126766413 238626.89221839607, 1012528.1747308075 239269.23673422635, 1012532.1412582994 239301.71042256057, 1012541.481462717 239334.1939533949, 1012556.2521024644 239365.35891731083, 1012576.0680077225 239393.86607813835, 1012600.129967466 239418.57075314224, 1012627.3215141445 239438.64584422112, 1012656.37624605 239453.68223147094))"
532,NYCDOT,95832,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,613.032612791,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1027338.0781818032 208138.97025473416, 1027338.5027216375 208145.17365439236, 1027353.1155533046 208270.1274727285, 1027373.6696460545 208393.9494035542, 1027583.5481633097 208680.87501080334))"
533,NYCDOT,96667,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,243.858292905,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((989700.7367899716 203883.6844739765, 989745.9798097163 203965.36442872882, 989818.8963305503 204097.0039292276))"
534,Prospect Heights Neighborhood Development Council,97254,Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,approvedFull,"fri,sat,sun",,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,2021-04-02T00:00:00,274.02276269,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((993261.7677256316 187638.06145347655, 993269.8287331313 187601.36533264816, 993214.3534503877 187371.51343014836))"
